id,text,label,source
ag_48057,"Microsoft unveils free SQL management tool Microsoft today unveiled a technical preview of SQL Server 2005 Express Manager, a newly developed free database management tool and the second Community Technology Preview of the SQL Server 2005 database.",0,ag_news
20ng_18738,"Now *this* is a legitimate point.  Baseball is entertainment, and I have no
quarrel with people who find certain styles of play more entertaining than
others, regardless of their win-value.  Personally, I'm a huge fan of the
slug-bunt; I doubt it's a high-percentage play, but I get a big kick out of
it.  I am willing to live with the bad consequences in exchange for the fun.

Of course, this is *not* the same as claiming (as some do) that Galarraga's
inability to defer gratification isn't hurting his team because he ""isn't
paid to walk"" or ""is an RBI guy"" or whatever.


I'm not sure.  I used to think this was true, but more and more I'm becoming
convinced that it's the other way around: among players with the physical
ability to hit the ball real hard, the patient ones are the ones who get the
chance to do it a lot.

Let's break down the four basic categories of hitter, according to whether
they are power threats and whether they walk a lot:


			Power			No Power

	Patient		Frank Thomas		Brett Butler
			Barry Bonds		Ozzie Smith
			Mark McGwire		Craig Grebeck
			Babe Ruth		Miller Huggins
			Ted Williams		Billy Hamilton
			Rickey Henderson	Eddie Joost
			Joe Morgan		Mike Hargrove
			   .			   .
			   .			   .
			   .			   .

	Impatient	Ernie Banks		Ozzie Guillen
			Dave Kingman		Shawon Dunston
			Joe Carter		Andres Thomas
			George Bell		Jose Lind
			Kirby Puckett		Devon White
	etc.

As far as I can tell, all the categories are full.  It really looks like the
two are independent.  Nobody could possibly be *afraid* of Craig Grebeck at
the plate, and yet he walks quite a lot.  Part of that, undoubtedly, is being
small of stature, but surely major league pitchers can hit that sort of 
target at least 3 times out of 6.  Randy Milligan is an even better example;
he's only shown noticeable power for one (partial) season, but he walks all
over the place, despite his huge strike zone.",0,20newsgroups
ag_103113,We were made for running A major study of fossils by US scientists has concluded that evolution has sculpted our bodies into finely-tuned distance-running machines.,0,ag_news
elife_1735,Epidermal cell turnover across tight junctions based on Kelvin's tetrakaidecahedron cell shape,1,elife
20ng_15284,"Hi all,  

I have a IIsi with a floppy drive that might be bad (and might just be out
of alignment, I haven't checked yet. :-))  If the drive is not easily
reparable, I'd like to replace it with an _internal_ floptical.  Can this
be easily done?  Can it be done at all?  

I'm assuming that floptical drives can read and write both 800k and 1.4k
floppies.  If this is not in fact true, please tell me.",0,20newsgroups
ag_116010,Right-hander was key part of 2002 World Series win A weekend in Anaheim apparently in search of a reliever netted the Reds a starter from the local big league club. General manager Dan O #39;Brien announced Tuesday that,0,ag_news
elife_1153,Different types of theta rhythmicity are induced by social and fearful stimuli in a network associated with social memory,1,elife
elife_185,Molecular insights into the origin of the Hox-TALE patterning system,1,elife
ag_93642,"SAD DEATH OF NEAR-MISS PUNTER Jack Lee, the North-East pensioner who was agonisingly denied a near 1million jackpot on the Scoop6 at the end of last month, died last night at the age of 75.",0,ag_news
elife_1840,A specific E3 ligase/deubiquitinase pair modulates TBP protein levels during muscle differentiation,1,elife
elife_1431,Aorta smooth muscle-on-a-chip reveals impaired mitochondrial dynamics as a therapeutic target for aortic aneurysm in bicuspid aortic valve disease,1,elife
elife_1063,Landscape mapping of shared antigenic epitopes and their cognate TCRs of tumor-infiltrating T lymphocytes in melanoma,1,elife
elife_1689,De novo centriole formation in human cells is error-prone and does not require SAS-6 self-assembly,1,elife
ag_75046,NZ #39;s Sixth Rate Increase in 2004 Probably the Last (Update2) New Zealand central bank Governor Alan Bollard raised the benchmark interest rate to a four-year high and said the sixth increase in 2004 may be the last as the economy slows and the local currency surges.,0,ag_news
ag_109757,"Israeli Army unit suspended after killing unarmed man TONY EASTLEY: Already under investigation for the repeated shooting of a 13-year-old Palestinian schoolgirl, the Israeli Army is now accused of killing a disarmed and wounded man.",0,ag_news
elife_420,Defining the role of pulmonary endothelial cell heterogeneity in the response to acute lung injury,1,elife
ag_107609,"Study: Managers misuse tech to control workers Managers with outdated notions are misusing technology to monitor and micromanage employees, according to a new study by the London School of Economics.",0,ag_news
elife_2044,Mapping transiently formed and sparsely populated conformations on a complex energy landscape,1,elife
elife_734,Context-enriched interactome powered by proteomics helps the identification of novel regulators of macrophage activation,1,elife
elife_2052,Poly(ADP-ribose) polymerase 1 searches DNA via a ‘monkey bar’ mechanism,1,elife
ag_116100,"Concorde crash  #39;due to US firm #39; A French legal inquiry into the July 2000 Concorde crash near Paris has placed much of the blame on the American carrier, Continental Airlines.",0,ag_news
elife_1282,Origin and evolution of the nuclear auxin response system,1,elife
elife_864,Gating of reafference in the external cuneate nucleus during self-generated movements in wake but not sleep,1,elife
ag_68603,"Palestinians Shell Gaza Settlements Palestinians medics wheel a wounded man to the Shifa hospital following an Israeli air strike at a car used by Adnan al-Ghoul,a senior member of the Hamas militant group, killing him and another militant, late Thursday Oct. 21, 2004.",0,ag_news
elife_322,Epigenetic modification of the PD-1 (Pdcd1) promoter in effector CD4+ T cells tolerized by peptide immunotherapy,1,elife
elife_183,Neuron-glia signaling in developing retina mediated by neurotransmitter spillover,1,elife
elife_348,Elucidation of a four-site allosteric network in fibroblast growth factor receptor tyrosine kinases,1,elife
elife_785,The divergent mitotic kinesin MKLP2 exhibits atypical structure and mechanochemistry,1,elife
ag_33332,"US-led troops die in Afghanistan Two soldiers of the US-led coalition have been killed in a gun battle in south-eastern Afghanistan, the US military says.",0,ag_news
20ng_14701,"I am trying to find out anything I can about available documentation
for IGES and e00(Arc/Info) formats.  If you know anything about these
formats (or just one) PLEASE send me a note.  I don't read this group,
so please send responses to:

mike@prc.utexas.edu

Thank You",0,20newsgroups
elife_1517,Preserved sensory processing but hampered conflict detection when stimulus input is task-irrelevant,1,elife
ag_1697,India boosted as Rathore grabs historic silver (Reuters) Reuters - India erupted with joy as shooter Rajyavardhan Rathore clinched their first medal at the Athens Olympics on Tuesday and their first ever individual silver.,0,ag_news
ag_100138,Ntini spell sparks India collapse as test heads for draw (Reuters) Reuters - Fast bowler Makhaya Ntini grabbed three wickets to help bowl out India for 466 and give South Africa a 44-run first innings lead on the final day of the first test on Wednesday.,0,ag_news
ag_107608,"Lycos, spammers trade blows over screen saver Just days after releasing a free screen saver program that uses computer downtime to swamp Web sites associated with spam, Lycos Europe has found itself caught in a fight with spammers.",0,ag_news
ag_89677,Garden fightfest fit for a King Phase one of promoter Don King #39;s plan to unify the heavyweight championship kicks off at Madison Square Garden tonight with two of the four widely recognized title belts up for grabs and a host of other boxers jockeying for position.,0,ag_news
elife_1662,"A genome-to-genome analysis of associations between human genetic variation, HIV-1 sequence diversity, and viral control",1,elife
elife_1164,Stimulation of hair follicle stem cell proliferation through an IL-1 dependent activation of γδT-cells,1,elife
elife_809,Variable prediction accuracy of polygenic scores within an ancestry group,1,elife
ag_51059,"Israeli Tank Fire Hurts 3 in Gaza -- Witnesses (Reuters) Reuters - Israeli tank fire wounded at least three\Palestinians in the northern Gaza Strip early on Wednesday,\witnesses said.",0,ag_news
elife_1701,Autoinhibition of Bruton's tyrosine kinase (Btk) and activation by soluble inositol hexakisphosphate,1,elife
ag_52244,U.S. Treasury Debt Prices Take a Hit  NEW YORK (Reuters) - U.S. Treasury debt prices took a hit  on Wednesday as lackluster interest in new five-year notes left  investors skittish just two days before the crucial September  jobs report.,0,ag_news
20ng_2675,"{""id"": ""20ng_2675"", ""text"": ""\n"", ""label"": 0, ""source"": ""20newsgroups""}",0,20newsgroups
elife_985,A single-parasite transcriptional atlas of Toxoplasma Gondii reveals novel control of antigen expression,1,elife
elife_9,Sgol2 provides a regulatory platform that coordinates essential cell cycle processes during meiosis I in oocytes,1,elife
ag_23287,"FDA questions AstraZeneca #39;s Exanta NEW YORK, September 9 (New Ratings) - The FDA has raised questions regarding AstraZenecas (AZN.NYS) blood thinner, Exanta. The leading pharmaceutical companys hopes had been pinned on Exanta, which",0,ag_news
ag_91490,"Stelco #39;s dance card getting crowded With its doorstep getting crowded with hopeful suitors, restructuring steel giant Stelco Inc. is keeping its options open despite the appeal of a \$900-million financing package from Germany #39;s Deutsche Bank.",0,ag_news
ag_47610,"Space Shuttle's Spring 2005 Launch Date Delayed By PAM EASTON    HOUSTON (AP) -- The first shuttle flight since the Columbia tragedy has been pushed back by NASA because hurricane damage and implementation of new safety measures made a spring 2005 launch ""no longer achievable.""    March or April had been the tentative date selected by NASA's spaceflight council, which announced the delay Friday.    The council, in Houston to discuss the Oct...",0,ag_news
ag_55646,"Baseball-Backe Pitches Astros to 2-1 Series Lead  HOUSTON (Reuters) - Brandon Backe, a little-known local,  who arrived in the shadow of famous hometown heroes Roger  Clemens and Andy Pettitte last winter, brought the Houston  Astros to within a game of the franchise's first postseason  series victory in an 8-5 win over the Atlanta Braves Saturday.",0,ag_news
ag_124951,Spanish flyer: Markko Martin steers his Ford Focus during the &lt;b&gt;...&lt;/b&gt; MARKKO MARTIN won his second event in succession as he held off a late charge from Marcus Gronholm to come out on top in the Rally of Catalunya.,0,ag_news
ag_24498,First 2 games vs. Expos will be at US Cellular Field CHICAGO  The Marlins are beginning to identify with the Montreal Expos as far as playing home games on the road. The Marlins already had to make up one of last weekend #39;s three postponed,0,ag_news
elife_1306,Dopamine neurons projecting to the posterior striatum form an anatomically distinct subclass,1,elife
elife_1034,MDN brain descending neurons coordinately activate backward and inhibit forward locomotion,1,elife
elife_1016,Epigenomic landscapes of retinal rods and cones,1,elife
ag_76688,"Muslim Insurgency Threat Facing Thailand Two bombs exploded today near a tea shop and wounded 20 people in southern Thailand, police said, as violence continued unabated in the Muslim-majority region where residents are seething over the deaths of 78 detainees while in military custody.",0,ag_news
20ng_10510,"For Sale:

   Amiga 3000/16
   6 megs RAM
   1950 Monitor
   extra external hard drive
   Much sotware games/graphics/productivity/etc...

   USR HST 14.4 Modem  (not dual standard)


   Amiga/software:   $ 950
   USR HST Modem :   $ 250

   Price for both:   $1100",0,20newsgroups
ag_115938,"HERM TIPS HIS CAP TO FARRIOR PITTSBURGH - Few members of the Jets are surprised to see their former linebacker and first-round draft pick James Farrior excel with the Steelers, least of all Herman Edwards.",0,ag_news
elife_277,Hippocampus ghrelin signaling mediates appetite through lateral hypothalamic orexin pathways,1,elife
elife_437,Reward signal in a recurrent circuit drives appetitive long-term memory formation,1,elife
elife_1069,A synaptic F-actin network controls otoferlin-dependent exocytosis in auditory inner hair cells,1,elife
20ng_7197,"Some one asked me recently why they when they used XQueryBestCursor to see
if they could create of a given size it seemed to imply they could, but the
server did not create cursors of that size. Investigation showed that some X
servers will happily return any size up to the size of the root window, while
others return some fixed limit of more reasonable size. The interesting thing
to me is that the same server binary acts differently on different hardware -
a Sun4 with a cg2 will claim cursors up to root window size are OK, while a
Sun4 with a cg6 will stop at 32x32. So far I've also seen this behavior on
NCD and Phase-X X terminals and have been told it also occurs on HPs. 
Actually, the NCD is even more liberal - sizes much larger then the root
winodw are gladly returned as OK. Is XQueryBestCursor semi-broken or is this
behavior correct? I'd really like to see a 2000x2000 cursor!",0,20newsgroups
ag_55796,"Nigeria union leader goes missing Adams Oshiomhole, the president of Nigeria #39;s main union body, the Nigeria Labour Congress (NLC), is missing. He was picked up by secret police at the airport of the capital, Abuja, early on Saturday.",0,ag_news
ag_72090,"PalmOne updates the Treo smart phone Analyst says wireless synchronization with Exchange e-mail software may make it more attractive to corporate IT departments, which usually favor devices based on Microsoft's Windows Mobile operating system.",0,ag_news
ag_2372,"Texas rides cycle Mark Teixeira became the second player in Rangers history -- and first in more than 19 years -- to hit for the cycle, leading host Texas to a 16-4 rout of the Cleveland Indians last night.",0,ag_news
ag_126400,"Detailed View of Dione Summary - (Nov 25, 2004) Cassini took this amazing photograph of Dione, one of Saturn #39;s larger moons, on October 27 when it was 1.2 million km (746,000 miles) away.",0,ag_news
20ng_10305,"It depends on the cause of the pneumonia.  For treating bacterial
pneumonia in young otherwise-healthy non-smokers, erythromycin
is usually considered the antibiotic of choice, since it covers
the two most-common pathogens: strep pneumoniae and mycoplasma
pneumoniae.",0,20newsgroups
elife_780,Sexually dimorphic control of gene expression in sensory neurons regulates decision-making behavior in C. elegans,1,elife
ag_15042,"FrontBridge Announces Acquisition, Partnership FrontBridge Technologies of Marina Del Rey, Calif., today revealed an acquisition and a partnership to enhance its hosted service offerings for message management and regulatory compliance.",0,ag_news
ag_59017,"PetroCan CEO shrugs off risk of Gazprom deal CALGARY - Petro-Canada chief executive Ron Brenneman yesterday dismissed the risks of investing in Russia, a day after reaching a major deal with state-owned gas producer Gazprom.",0,ag_news
elife_1313,Kindlin-2 cooperates with talin to activate integrins and induces cell spreading by directly binding paxillin,1,elife
elife_1831,Three-color single molecule imaging shows WASP detachment from Arp2/3 complex triggers actin filament branch formation,1,elife
20ng_3713,"Yeh. Be tough to pick up UK Telly in your situation:-}

No signs of Type 259 ads in TV in the states yet, but I don't watch much,
so I'm not in a real position to comment.

BUT! I got my invite to the dealer introduction ""On the deck out back"".
RSVP is on the way!!!!!!

                  tom coradeschi <+> tcora@pica.army.mil",0,20newsgroups
20ng_448,"Execute the juvi on the grounds of the reformatory, required attendendence
by the rest of the inmates, as soon as possible after the incident and a
quick sure trial.  I am quite serious.  Cause and effect.  Nothing else
will ever make a dent.


Me neither.",0,20newsgroups
elife_290,Single-molecule tracking of the transcription cycle by sub-second RNA detection,1,elife
ag_46082,IT Analysts Pick Key Contests Two of the biggest games of the season are on this weekend #39;s SEC slate. Unbeaten Auburn visits unbeaten Tennessee and defending national champ LSU visits unbeaten Georgia.,0,ag_news
ag_121511,Calif. Energy Panel Criticized for Crisis An appeals court ruled Thursday that federal energy regulators shirked their duty when they declined to order power companies to refund consumers for overcharges during,0,ag_news
elife_1276,Midbrain dopamine neurons compute inferred and cached value prediction errors in a common framework,1,elife
ag_49000,"HK stocks end at 7-month high Hong Kong #39;s top share index hit a seven-month high on Monday, with both blue chips and China stocks gaining ground as markets rallied throughout the region.",0,ag_news
elife_880,Landscape genomic prediction for restoration of a Eucalyptus foundation species under climate change,1,elife
ag_92368,"Wal-Mart Profit Rises, Raises Outlook Wal-Mart Stores Inc. (WMT.N: Quote, Profile, Research) , the world #39;s biggest retailer, reported a 13 percent rise in quarterly profit on Tuesday, in line with expectations, and raised its outlook for the full year.",0,ag_news
ag_25326,"'Resident Evil' Sequel Tops Box Office LOS ANGELES - The undead came alive once more over the weekend as ""Resident Evil: Apocalypse"" debuted at No. 1 at the box office, bringing in \$23.7 million...",0,ag_news
ag_49065,"New Attack Kills Six More in India Strife GAUHATI, India - Suspected separatist rebels attacked sleeping villagers in northeastern India on Monday, killing six in a third day of explosions and gun attacks that have left at least 63 people dead in northeast India.    Seven people were wounded when the militants opened fire with machine guns on families in Gelapukhuri, a village 130 miles north of Gauhati, the capital of Assam state, said police officer P...",0,ag_news
elife_1147,Evolutionary dynamics of incubation periods,1,elife
elife_500,Nomadic-colonial life strategies enable paradoxical survival and growth despite habitat destruction,1,elife
elife_1531,Evolution of host-microbe cell adherence by receptor domain shuffling,1,elife
elife_234,How oscillating aerodynamic forces explain the timbre of the hummingbird’s hum and other animals in flapping flight,1,elife
elife_471,Structure of substrate-bound SMG1-8-9 kinase complex reveals molecular basis for phosphorylation specificity,1,elife
ag_31091,"Somalian Parliament to Return Home After 2 Years of Peace Talks The Somali peace process that began in Kenya two years ago could soon come to a close. Somalia #39;s new parliament, which is sitting in Kenya #39;s capital, Nairobi, is on the verge of selecting a president, and",0,ag_news
ag_42126,"Halos did right thing by taking hard line  The Angels are applauded for making a stand, for sending a message, for demonstrating there are consequences when a player refuses to play the game the way it should be played.",0,ag_news
elife_1927,Social dominance mediates behavioral adaptation to chronic stress in a sex-specific manner,1,elife
ag_113737,"US denies Saddam on hunger strike The US military in Iraq has denied reports that the former Iraqi leader Saddam Hussein is on hunger strike. But a spokesman told the BBC that some of his former aides who are also in custody, including  quot;Chemical",0,ag_news
elife_130,The cJUN NH2-terminal kinase (JNK) signaling pathway promotes genome stability and prevents tumor initiation,1,elife
elife_655,Measuring the optimal exposure for single particle cryo-EM using a 2.6 Å reconstruction of rotavirus VP6,1,elife
elife_1032,"Effects of water, sanitation, handwashing, and nutritional interventions on telomere length among children in a cluster-randomized controlled trial in rural Bangladesh",1,elife
elife_562,"Independent evolution of ancestral and novel defenses in a genus of toxic plants (Erysimum, Brassicaceae)",1,elife
elife_834,Mechanisms of organelle biogenesis govern stochastic fluctuations in organelle abundance,1,elife
ag_125848,"Sony BMG Head Says in Early Talks with Grokster (Reuters) Reuters - Sony BMG, the world's No. 2 record\label, is in early talks with file-sharing network Grokster in\what could lead to a legalized Internet music service, its\chairman said on Tuesday.",0,ag_news
20ng_6896,"I wish I could agree with you.  Ask yourself this.  Why would any private
sector entity wish to buy a crypto system that was KNOWN to be at least
partially compromised? (Key escrows in this instance)  Why would any
private sector entity wish to buy a crypto system that had not been properly
evaluated?  (i.e. algorythm not publically released)
The answer seems obvious to me, they wouldn't.  There is other hardware out
there not compromised.  DES as an example (triple DES as a better one.)

My suspicion is that the prices will drop dramatically on these non clipper
systems.  If not we're in trouble.

Given that the Clinton administration is not entirely stupid (although we'd like
to think so) I cannot believe that they have failed to realize this.
They know their initiative will fail, much as crippled DES was never taken
seriously.  The only way their moves can work is by coercion.  You know
little about politics if you don't realize that this is just a first step
in the next move, it makes NO sense otherwise.  The next move, banning
or SEVERLY crippling crypto not using the ""Clipper"" system is easily
justified ""Why would anyone want other encryption unless they were trying
to subvert the government?  We've provided you with a very secure alternative
so use it or go to jail/be fined/whatever.""
How can you reconcile the administrations self proclaimed purpose of providing
law enforcement with access to encrypted data without making the clipper system
the only crypto available in the U.S... ?  You simply can't, and the administration
knows it.  Anyone who wanted to keep the govt. out of their hair, be it for
drug dealing or whatever, would just buy still available non-clipper systems.

Don't sell our crafty Clinton types short, they can't be THAT stupid.
Either banning non clipper crypto is the next answer or the administrations
collective I.Q. is about that of a potato.

Why do you think AT&T jumped on so fast?  They know it's going to be big,
and NOT because it's better.  Right on the face of it, noone will buy the
stuff that doesn't have to.  AT&T must know this too, THINK MAN, why the
hell would they jump the gun?


I really wonder.

To wit:  The letter I just sent to Clinton:

The White House
Office of the Press Secretary c/o:
Presidential Comment Line (fax)
(202) 456-2461
 
April 17, 1993
 
Sir and/or Madam:
 
 
I must object most strongly to the administrations evolving position on encryption and
cryptography.  I am shocked at the Clinton regimes increasing lean towards a authoritarian approach with regard to privacy and freedom from government oversight in day to day life.
 
It is apparent to me that those who drafted the ""Clipper Chip Proposal"" (which is, incidentally, gaining notoriety as the ""Big Brother Proposal"") are either incredibly ignorant or very sly indeed.  Anyone knowledgeable in the nuances of cryptographic development and research must understand that a key step in the development of a new algorithm, especially one destined for standardization, is the full disclosure of the algorithm to the private and academic sectors.  The proper evaluation of an algorithm dep





ends on careful scrutiny by these sectors, and only such scrutiny can provide true public confidence in the security of the algorithm.  The assumption that a new algorithm will be accepted based on assurances from ""experts"" without full disclosure is plain ignorance.
 
In addition, the assumption that an algorithm will be marketable over other technology, such as DES, when it is characterized by key escrow is lunacy.  It seems an easy step in the logic chain that probable consumers will prefer to purchase equipment not crippled by government key escrow, no matter how ""tamper proof"" the key escrows might be.
 
I cannot believe that even the least educated policy maker would have failed to realize these flaws.  I can only assume then that the drafters of the ""Clipper Chip Proposal"" knew very well the difficulties of selling a crippled system to the private sector.  The only way this proposal makes any sense, or has any chance of succeeding is in coercion.  Even the language of the proposal makes it painfully clear that the next logical step is the outlawing of other encryption devices and hardware that do not uti





lize the ""Big Brother Chip.""
 
Unfortunately the public at large is not educated enough on the issue to realize what they are losing.  I expect the Big Brother proposal to encounter little resistance from the American people who you will have so efficiently duped once again with pretty words like ""harmony,"" ""right to encryption,"" and ""voluntary.""
 
It mortifies me that the phrase that seems to be used more and more often to characterize the Clinton administration is ""I can't believe it's happening here.""  More startling is a question a colleague of mine posed and the realization that everyday it becomes more and more relevant; ""When is the Reichstag fire planned for?""
 
 
						Most Concerned,
 
						[Signature]
						Shaen Logan Bernhardt I
uni@acs.bu.edu",0,20newsgroups
ag_119135,"Hyundai Recalls 120,000 Elantra Sedans Hyundai Motor Co. said Friday that it is recalling about 120,000 2004 and 2005 model Elantra sedans because of a software problem with its air-bag system.",0,ag_news
ag_119601,"Eye On Stocks For Monday, Dec. 20 NEW YORK - On. Dec. 17, the US Food and Drug Administration released a statement relating to Pfizer #39;s (nyse: PFE - news - people ) Celebrex.",0,ag_news
20ng_12373,"No smiley on the part about atheism, I see. Do you realize that your
statement says that I was mentioning ""nonsense"" about atheism? This is
hard for me to defend against if this is the claim you are making, as you
have only included the last two sentences of my post and mentioned the
first. Please address the substance of my post rather than rejecting it
out of hand. 
But, because of the sometimes ambiguous nature of English, I may be
misinterpreting your wording here. Please clarify: did you or did you not
mean to call my statements about atheism ""nonsense""? If so, care to back
up that claim?


OK, then. Start up the amatuer psycology again. How am I ""broken""?


*YAWN* Excuse me, I don't recall any portion of my post in which I called
Christians arrogant quote me, if I did. I do remember calling Christianity
""silly"" and then following that up with information that I was nine years
old when I thought that. I also said that I find faith to be intellectually
dishonest and I would like to see some sort of proof of your god's
existence. I define ""faith"" as ""belief in the absense of any proof"", BTW.

Also, I subscribe to a.a as I mentioned and we see fundies of all types
there, so in answer to your question: ""no.""

Finally, I'd hardly call Christianity ""beseiged"" in this country. I seldom
see Christians ridiculed for merely practising their religion or wearing
crosses or having Christian bumper stickers. I don't know for sure, of
course, I only say I haven't seen it happening. What I have seen happening
is my homosexual and/or friends being beat up, or preached at by people
who claim to be Christ's followers. I know that this sort of thing isn't
practiced by the majority of Christians, but it is a very vocal minority
who are doing it and I don't see comperable victimization of Christians. 


The implication being that I am not self-respecting, of course. I'm not a
student of psychology, BTW, but I am a student of Creative Writing and
Linguistics, so literary analysis _is_ my forte. Also, if the implications
I see are improper, please let me know.
I'm here because I'm not sequestered in my own little atheist cubbyhole as
you seem to think atheists should be. Did it occur to you that I _don't_
think I know everything and that maybe someone will say something that
will change my life? Have you read my other posts here or did you see
""atheist"" and decide it was time to poke at someone who doesn't deserve
your respect?
Aw, geez. I'm sorry, I probably am getting my back up a little too high,
here. It's just that the ""nonsense"" thing really annoys me. I figure you
should see my first reactions, though, since they are my true reactions to
your question.
Now, the smoothed feather version:
I seek all sorts of knowledge. That's why I came to my university. Yes, I
am looking at your religion (well, sorta, I have no idea what *kind* of
Christian you are) from the outside, and hopefully with an objective view.
I've been trying to ask reasoned questions here, because I genuinely don't
know the answers to them, but when I saw the question directed at atheists
I figured I would answer. After all, you can speculate about atheist
motives here all you want (hence the ""amatuer"" psychology crack), but
without an atheist, you can't be sure of even one atheist's motive.       
I'm hoping people really
want to know and I was trying to show that I actually checked out several
religions and I actually read all the pamphlets people have to offer and I
actually think about these things. Instead, I'm still faced with the
implication that atheism is some kind of aberration and that only ""broken""
people are atheist.
	Try it from the flip side: I posit that atheism is the natural
state and only broken people are theists. I offer as proof that so many
people witness from horrible lives which picked up as soon as they 
discovered their religion, that religion is regional (if people didn't
follow the religion of their areas, there would be a more homogenous
mix), so many terrorists claim theistic motives, and that theists tend
to be so pushy and angry when challenged on alt.atheism. Why are religions
so successful? Because there is so much suffering in the world, which 
""breaks"" people.
It's an uncomfortable situation whichever way you look at it, which is another
reason I'm here, to try to see the flip side of my thinking (and also as 
a watchdog for logical fallacies :).
                                           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
 ^^^^^^^^^^^^^^^^^
The implication here being that atheists can't possibly know anything
about Christianity. Probably jumping at shadows again, but I think my
reaction is somewhat justified. After all, the first post suggested that
atheists are ""broken"", hostile people. This post confirms that someone
else believes it. 

                                             ^^^^^^^^^^

Well, he got me there. I am a strong atheist, because I feel that lack of
evidence, especially about something like an omnipotent being, implies
lack of existence. However, I haven't met the strong atheist yet who said
that nothing could ever persuade him. Call me a ""seeker"" if you like, I
don't. 
_Weak_ atheism is being ignore here, though. Some atheists simply say ""I
don't believe in any god"" rather than my position: ""I believe that no
god(s) exist."" For the weak atheist, the is no atheism to disbelieve,
because they don't actively believe in atheism. (If you think this is
confusing, try figuring out the difference between Protestants and
Methodists from an atheist point of view :).
This is another fallacy many theists seem to have, that everyone believes in
something (followed up by ""everyone has faith in something""). Guess what?
My atheism ends the moment I'm shown a proof of some god's existence. Is
that really too much to ask?



Well, I guess you won't succeed in converting him or me. Why the
supposition that you will fail to convince him? (amatuer psycology on) Is
it because you yourself are unconvinced? :) 

And I told you that I find faith to be intellectually dishonest. Note that
I can only speak for myself. If you find faith to be honest, show me how.
I have been unable to reconcile it so far. Maybe that's how I'm ""broken""?
I tell you that I have invisible fairies living in my garden and that
you should just take my word for it. If you accept that, you are of a
fundamentally different mind than I and I really would like to know how you
think. All I ask for is proof of the assertion ""God exists"". Logical or
physical proofs only, please. Then we'll discuss the nature of ""God"".

Prayer?! Uh, oh, we'll have to revoke his atheist club card and beanie! :)


Good luck to you, as well. And, again, I apologize if the inferences I
made were inaccurate. 


Muppets and garlic toast forever,
Max (Bob) Muir",0,20newsgroups
elife_550,Regulatory roles of Escherichia coli 5' UTR and ORF-internal RNAs detected by 3' end mapping,1,elife
ag_7916,"Cards' Eldred Likes Relief Pitching Role (AP) AP - Over time, Cal Eldred has learned to embrace the bullpen.",0,ag_news
elife_2046,Cdc48-like protein of actinobacteria (Cpa) is a novel proteasome interactor in mycobacteria and related organisms,1,elife
elife_822,Fundamental constraints in synchronous muscle limit superfast motor control in vertebrates,1,elife
ag_74791,"Hungary Bans Paprika; National Dish a Health Risk (Reuters) Reuters - Hungary on Wednesday ordered food\retailers to withdraw all products containing paprika, the\fiery red spice that is an essential ingredient in the\Hungarian national dish, goulash.",0,ag_news
elife_1775,An elusive electron shuttle from a facultative anaerobe,1,elife
ag_65685,"Kerry mounts furious counter-offensive on security (AFP) AFP - Democrat John Kerry has mounted a furious counter-attack against George W. Bush on national security, seeking to regain momentum in their heated presidential race two weeks before polling day.",0,ag_news
20ng_11263,"OK.  I stand corrected.  I guess, then, that the comments about payoffs
(i.e., ""pork"") to Puerto Ricans that others have been making still
stands?

Now, everybody, how about some opinion on the following related topic:

Should the people who are natives of U.S. territories have
representation in the U.S. House of Rep's or the U.S. Congress?
The U.S. Constitution sets up the House of Representatives to represent
each State in proportion to its population, and the Senate to represent
each State equally.  What should be done with U.S. territories like
Puerto Rico?  Does anyone have knowledge about how this was handled in
the past, such as with the Louisiana Territory or the Northwest
Territory?

Chris",0,20newsgroups
elife_1519,Diverse fates of uracilated HIV-1 DNA during infection of myeloid lineage cells,1,elife
elife_315,Site-specific phosphorylation and caspase cleavage of GFAP are new markers of Alexander disease severity,1,elife
ag_36897,"Middle-Class Tax Cuts Extension Approved WASHINGTON Sept. 23, 2004 - Legislation to extend several popular middle class tax cuts cleared a House-Senate conference and could be on President Bush #39;s desk within days, handing him a major legislative",0,ag_news
elife_1633,A novel region in the CaV2.1 α1 subunit C-terminus regulates fast synaptic vesicle fusion and vesicle docking at the mammalian presynaptic active zone,1,elife
elife_217,Adaptive tuning of mutation rates allows fast response to lethal stress in Escherichia coli,1,elife
elife_1281,Trifunctional cross-linker for mapping protein-protein interaction networks and comparing protein conformational states,1,elife
ag_9956,"Cirrus Logic to Lay Off Workers Cirrus Logic Inc., a maker of microchips for consumer electronics, on Wednesday said it will lay off 7 percent of its employees to save \$2 million to \$3 million per quarter, with expense reductions starting in its third quarter.",0,ag_news
ag_10649,US NBA stars advance by ousting Spain (AFP) AFP - Stephon Marbury scored 31 points and the United States defeated Spain 102-94 in a pressure-packed Olympic men's basketball quarter-final to keep alive their hopes of a gold medal.,0,ag_news
elife_532,A regulatory module controlling stress-induced cell cycle arrest in Arabidopsis,1,elife
elife_1125,Clusters of polymorphic transmembrane genes control resistance to schistosomes in snail vectors,1,elife
ag_104618,"Whales and dolphins beached in Australia More than 120 whales and dolphins died after swimming on to beaches on two southern Australian islands, where rescue teams were yesterday desperately trying to prevent others becoming stranded.",0,ag_news
